timestamp,Temp_C,C_in_gNm3,Q_Nm3h,U1_kV,U2_kV,U3_kV,U4_kV,T1_s,T2_s,T3_s,T4_s,C_out_mgNm3,P_total_kW
2024/5/6 14:55,151.6,33.05,429110,59.7,56.3,43.8,44.8,188,221,456,464,50,1747.8
2024/5/6 14:56,155.6,29.36,449097,56,54.6,46.5,44.5,212,200,452,459,49.88,1701.8
2024/5/6 14:57,155.9,29.39,436411,55.7,58.9,44.1,44.9,208,217,447,446,50,1725.5
2024/5/6 14:58,151.1,27.59,439656,58.3,56.4,43.5,42.9,190,225,461,448,50,1704.6
2024/5/6 14:59,155.6,26.93,443118,57.7,54.1,46,43.8,219,226,460,451,50,1670.5
2024/5/6 15:00,127.3,20.53,427100,55.1,58.6,46.6,44.3,217,230,457,452,49.75,1684.9
2024/5/6 15:01,126.5,24.84,442328,51.8,55.8,42.4,43.8,212,232,445,469,50,1606.1
2024/5/6 15:02,131.4,25.35,428339,56.8,56,42,49.6,216,225,441,473,50,1697.1
2024/5/6 15:03,127.9,21.87,428023,53.8,57.5,41.4,44.4,219,224,463,465,50,1637.3
2024/5/6 15:04,128.3,23.68,430229,58.2,54.5,42.4,41.4,230,221,444,472,50,1631.9
2024/5/6 15:05,130.9,21.63,427455,54.2,58.6,46.4,42,225,228,451,458,49.43,1662.1
2024/5/6 15:06,128.9,26.5,439034,54.8,56.9,44.2,44.7,222,208,436,423,49.78,1685.3
2024/5/6 15:07,129.1,28.66,434621,53,54.5,46.5,43.9,245,215,460,455,49.93,1616.8
2024/5/6 15:08,129.1,29.39,428579,53.2,54.9,42.1,43.8,209,209,440,445,49.6,1644.1
2024/5/6 15:09,129.9,27.67,437932,55.5,53.2,42.2,41,201,223,439,463,49.8,1617.8
2024/5/6 15:10,129,24.24,430360,55.3,56.4,43.4,41.4,232,215,443,453,50,1629.9
2024/5/6 15:11,129.5,21.83,429964,54.8,55.4,44.8,41.9,240,230,460,458,50,1597.6
2024/5/6 15:12,128.6,22.28,433005,59.9,56.4,43.9,42.2,210,218,452,455,49.61,1707.7
2024/5/6 15:13,129.9,23.51,436350,57,52.4,45.6,41.5,234,230,447,448,50,1610.5
2024/5/6 15:14,129.8,24.48,435788,55.8,54.7,45,45.6,211,192,474,445,50,1712.9
2024/5/6 15:15,132.2,26.31,429790,50.3,53.8,45.1,44.5,225,209,461,449,50,1614.7
2024/5/6 15:16,128.8,24.19,439500,57.4,56.8,45.5,45.9,225,229,431,460,49.99,1706.9
2024/5/6 15:17,129,27.58,430971,61.8,54.6,46.4,46.8,210,218,444,471,50,1758
2024/5/6 15:18,129.7,26.17,427538,55.4,56.7,39.2,44.6,240,230,431,460,50,1606.9
2024/5/6 15:19,130.7,26.79,421061,54.2,54.7,44.1,42.6,241,221,449,485,50,1591.4
2024/5/6 15:20,127.7,29.63,440699,56.1,59,45.8,45.8,205,206,467,462,49.96,1748
2024/5/6 15:21,129.4,23.84,432960,52.9,55.9,49.2,41.5,220,239,458,457,50,1629.1
2024/5/6 15:22,125.5,27.85,434576,56.7,57.6,44,43,228,210,452,468,50,1679.7
2024/5/6 15:23,128.9,26.78,441283,58.8,55.6,39.8,43.7,195,209,449,437,50,1707.1
2024/5/6 15:24,130.9,25.99,429126,54.5,57.6,47,44.5,218,227,458,447,50,1687.7
2024/5/6 15:25,128.2,29.05,421978,54.5,54.3,41.7,46.5,198,206,434,462,49.88,1680.8
2024/5/6 15:26,129.5,29.05,433560,55.7,55.7,45.1,42.4,225,202,453,446,50,1680.1
2024/5/6 15:27,128.4,24.5,435494,54.8,54.9,45.2,41.5,218,208,457,472,50,1641.2
2024/5/6 15:28,127.9,26.42,430957,52.8,59.6,44.4,47.2,213,227,439,449,50,1706.9
2024/5/6 15:29,130.7,27.59,444878,55.1,53.4,39.9,46.2,199,243,444,464,50,1624.9
2024/5/6 15:30,127.7,26.22,413228,54.7,60,43.4,50.2,210,217,478,456,50,1746.6
2024/5/6 15:31,129.7,28.38,442107,58.6,53.1,41,41.1,224,209,461,478,50,1619.5
2024/5/6 15:32,129.7,27.63,439505,58.1,57.3,45.1,44.5,217,232,434,463,50,1699.8
2024/5/6 15:33,127.9,31.52,436859,58.6,54.6,42.4,41.2,232,210,445,462,50,1633.8
2024/5/6 15:34,129.4,23.13,406547,57.4,56.4,39.9,47.4,231,212,454,450,50,1682.8
2024/5/6 15:35,127.8,26.66,443535,56.3,55.5,45.6,40.4,230,222,482,448,50,1629.1
2024/5/6 15:36,130,24.71,425082,54.1,54.2,41.6,42.2,211,231,465,455,49.65,1590.4
2024/5/6 15:37,127.2,28.5,429262,58.5,56,44.4,44.7,221,218,468,461,49.95,1696.9
2024/5/6 15:38,128.6,22.96,431989,56.6,55,42.7,44.4,206,213,459,458,49.75,1674.2
2024/5/6 15:39,128.8,27.89,436643,53.4,57,45.9,44.1,202,245,443,437,50,1666.5
2024/5/6 15:40,130.8,25.46,438530,54,53.9,45.8,45.1,231,209,474,450,50,1649.1
2024/5/6 15:41,129.3,25.21,440587,53.3,56.8,44.6,46.3,203,210,465,458,49.87,1688.9
2024/5/6 15:42,130.6,23.44,440002,51.8,57.6,43.9,45,202,213,470,443,50,1689.9
2024/5/6 15:43,130,25.91,435529,56.7,55.7,43.3,43.3,218,224,475,459,49.92,1653.5
2024/5/6 15:44,129.9,29.8,436864,53.4,53.2,41.7,42.5,214,212,473,449,50,1596.8
2024/5/6 15:45,128.6,27.04,424841,54.4,59.4,43,44.7,215,227,454,461,50,1681.1
2024/5/6 15:46,130.6,28.68,427590,56,56.8,45.1,45,245,217,458,452,49.76,1669.2
2024/5/6 15:47,128.6,31.29,440793,55.5,54.5,48.1,45.4,205,213,457,455,49.55,1705.7
2024/5/6 15:48,126.5,27.8,440358,54.5,56.9,45.3,43.5,223,210,465,456,49.62,1678.6
2024/5/6 15:49,128.8,25.75,439483,58.9,52.6,45.6,40.7,218,217,458,461,50,1653.8
2024/5/6 15:50,129.7,28.33,429608,52.9,58.3,43.9,45.4,229,222,456,465,50,1652.7
2024/5/6 15:51,126.7,25.82,441039,52.9,60.2,45.2,43.1,208,217,453,440,50,1700.9
2024/5/6 15:52,127.7,25.93,424497,56.8,57.6,39.8,44.4,214,220,453,454,50,1671.6
2024/5/6 15:53,127.2,23.4,442438,54.7,53.9,42.7,44.3,218,208,458,456,50,1647.1
2024/5/6 15:54,130.2,29.53,431764,54.6,51.9,45.5,41.4,200,208,470,492,50,1639.2
2024/5/6 15:55,131.5,26.27,447357,53.8,58.7,45.6,44.1,195,217,443,465,49.99,1709.2
2024/5/6 15:56,128.7,27.7,421744,56.6,55.6,43.1,44.8,217,218,455,456,49.91,1676.5
2024/5/6 15:57,129.8,24.67,448055,56.4,55.2,41.5,45.8,233,218,458,440,50,1646
2024/5/6 15:58,129.8,28.36,431089,56.2,58.3,44,40.4,213,210,474,452,50,1681.6
2024/5/6 15:59,131.3,25.38,430977,54.8,54.8,43.3,41,214,218,449,482,49.98,1626.5
2024/5/6 16:00,128,26.94,435604,54.4,57.5,46,43,231,217,445,436,49.97,1672.9
2024/5/6 16:01,128.7,29.51,428502,55.6,56,45.5,43.5,215,215,472,452,50,1680.3
2024/5/6 16:02,128.5,29.3,433533,57.9,56.5,47.2,40.8,226,209,460,470,49.98,1690.6
2024/5/6 16:03,129.1,27.28,428244,59.1,59.2,46.4,42.8,249,223,449,481,50,1698.3
2024/5/6 16:04,132.7,22.93,428570,58.2,55,43.6,41.5,210,217,467,452,49.57,1661.3
2024/5/6 16:05,129,34.85,438107,57,54.8,44.8,41.8,215,208,432,462,50,1682.3
2024/5/6 16:06,127.7,31.74,427032,57.9,55.6,48.2,44.2,222,215,454,466,50,1716.7
2024/5/6 16:07,127.2,29.2,428133,53.6,53.6,43.3,43,235,210,458,463,50,1598.7
2024/5/6 16:08,130.8,25.52,423330,54.6,57.9,44.5,41.7,215,217,461,458,50,1664.5
2024/5/6 16:09,127.6,27.13,430315,57,57.6,44.1,45.7,226,234,444,471,50,1669.6
2024/5/6 16:10,129.9,26.07,444873,55.8,56,44.2,42.6,221,219,444,469,50,1654
2024/5/6 16:11,127.9,30.61,427647,56.7,54.1,42.4,46.8,216,219,473,460,49.85,1647.4
2024/5/6 16:12,127,28.12,428595,58,50.5,46.7,40.5,212,234,454,475,49.98,1612.7
2024/5/6 16:13,129.8,25.51,436034,57.7,54.3,42.3,45.4,209,220,456,456,50,1669.9
2024/5/6 16:14,127.9,26.31,431551,53.8,55.5,47.8,44.1,254,222,445,457,50,1631
2024/5/6 16:15,129.5,30.3,452377,56,52.2,47.4,43.5,198,218,443,452,50,1693.4
2024/5/6 16:16,129.6,31.51,433287,54.2,61,44.6,43.7,199,212,447,426,50,1729.9
2024/5/6 16:17,129.7,31.35,437303,54.5,56.9,44.1,44,220,222,469,457,50,1641.1
2024/5/6 16:18,128.5,29.43,442207,52.6,57.1,42.6,44.4,219,237,447,457,49.61,1615.7
2024/5/6 16:19,129.9,26.92,442088,56.3,55.7,44.3,46.7,222,201,451,440,49.7,1717.2
2024/5/6 16:20,127.5,19.46,436593,52.5,57.5,46.3,43.8,206,211,473,446,49.73,1688.5
2024/5/6 16:21,125.2,28.32,433473,56.8,55.4,42.8,46.6,204,206,480,466,50,1700.4
2024/5/6 16:22,129.9,27.59,450990,58.8,55.7,47.1,43.5,213,208,437,438,50,1736.2
2024/5/6 16:23,129.1,27.96,434035,57.1,58.9,46.2,44.3,227,231,429,454,49.91,1709.7
2024/5/6 16:24,127.9,27.76,431335,56.2,58.2,43.9,43.7,204,215,446,465,49.97,1708.2
2024/5/6 16:25,126.6,24.32,429738,59.1,56,45.7,40.6,218,225,442,441,50,1692.7
2024/5/6 16:26,125.7,29.04,421126,56.7,60.1,42.3,42.5,210,209,460,455,49.77,1707.1
2024/5/6 16:27,128.9,29.25,441550,54.3,55.9,43.9,47.3,198,209,454,459,50,1708.7
2024/5/6 16:28,131.3,29.38,416228,56.3,55.1,48.6,42.4,201,204,453,465,50,1716.2
2024/5/6 16:29,128.6,30.06,435003,60,56.3,46.5,45.7,227,234,465,458,49.77,1707.7
2024/5/6 16:30,128.2,29.22,433447,53.9,56.7,45.1,39.8,209,226,429,460,49.98,1641.3
2024/5/6 16:31,128.7,26.69,453042,53.3,53.7,44.3,43.3,231,204,447,448,49.83,1622.3
2024/5/6 16:32,132,27.56,420505,57.3,57.1,44,45,216,230,453,459,49.42,1676.8
2024/5/6 16:33,129.9,27.98,427987,55.6,60.3,44.1,44,200,213,466,464,50,1738.2
2024/5/6 16:34,127.3,28.03,434144,55,58,42.6,44.9,222,222,453,437,49.9,1659.2
2024/5/6 16:35,128.8,30.27,433689,53.6,57.4,45.4,39.1,207,217,459,460,49.69,1646.5
2024/5/6 16:36,129.2,29.4,430910,52.2,57.1,46.2,42.1,212,199,450,487,49.87,1665.8
2024/5/6 16:37,127.1,33,434696,53.2,54.1,43.6,42.9,230,206,454,448,50,1615
2024/5/6 16:38,129.8,33.33,425304,59.3,54.1,45.1,42.1,201,233,450,456,50,1693.2
2024/5/6 16:39,127.5,28.03,438276,56.1,56.4,42.7,43.9,211,228,451,445,49.96,1665.4
2024/5/6 16:40,126.4,18.25,416884,52.2,55.3,44,40.5,203,204,455,469,50,1632
2024/5/6 16:41,128.8,30.95,435288,58.5,53.2,42.4,43.4,202,219,471,460,50,1660.3
2024/5/6 16:42,128.5,26.52,430729,58.6,55.4,43.7,48,211,214,459,453,50,1728.5
2024/5/6 16:43,128.7,25.88,443700,58.6,57,44.4,43.4,206,230,452,464,50,1691.6
2024/5/6 16:44,127.5,26.91,449650,55.3,57.3,45.3,40.8,213,214,461,465,49.65,1675.8
2024/5/6 16:45,127.7,26.8,432997,55.6,54.5,42.9,46.1,224,207,456,440,49.68,1665.8
2024/5/6 16:46,130.3,29.46,446810,56.4,56,45.1,42.9,207,225,461,459,49.95,1676.4
2024/5/6 16:47,129.3,24.05,433193,58.9,57,42.2,41,199,231,449,458,50,1683.3
2024/5/6 16:48,127.2,25.26,428032,55,53.6,44.7,43.7,224,221,460,454,49.77,1625.4
2024/5/6 16:49,125.7,28.83,449767,54.6,54.6,48.5,43,207,223,460,454,50,1670.6
2024/5/6 16:50,127.2,29.54,440004,57.5,56.1,43.4,44.3,238,202,437,464,50,1691.1
2024/5/6 16:51,128.8,29.6,435913,58.6,54.3,41.4,44.2,211,201,449,437,50,1695
2024/5/6 16:52,127.6,26.05,441413,56.1,55.5,45.9,45.1,215,200,452,448,49.91,1715.1
2024/5/6 16:53,127.5,25.58,438149,57.5,61.2,44.7,44.4,189,229,450,455,50,1766.7
2024/5/6 16:54,127.7,26.78,435441,56.4,53.2,45,48.6,202,212,442,448,49.82,1719.4
2024/5/6 16:55,128.5,28.66,425422,55.7,59,46.7,42.7,189,226,424,453,50,1752.3
2024/5/6 16:56,129.7,31.79,433909,54.5,56.9,42.7,41.4,220,209,466,450,50,1638.4
2024/5/6 16:57,128.6,22.97,441099,53.9,53.7,42.7,42.2,215,216,428,467,50,1604.7
2024/5/6 16:58,128.6,27.55,435170,55,57.5,45.2,46.4,224,206,478,454,49.79,1705
2024/5/6 16:59,128.2,24.78,443411,54.2,56.3,46.2,40.7,226,212,451,475,50,1634.8
2024/5/6 17:00,127.8,24,439301,56.8,58.6,44.6,46,228,196,446,454,49.91,1728.3
2024/5/6 17:01,129.9,30.56,429247,58.6,57.5,44,48.4,213,212,435,467,49.87,1762.1
2024/5/6 17:02,129.6,29.52,425759,56.6,56.6,44.7,46.8,217,211,434,461,50,1721.8
2024/5/6 17:03,131.6,29.3,435095,54.4,55.6,45.6,43.2,223,196,443,471,49.54,1668
2024/5/6 17:04,129.4,30.49,432199,57.9,58.6,41.2,45.4,206,221,456,450,50,1715.7
2024/5/6 17:05,127.7,27,439124,56.8,55.4,42.1,45.9,205,223,471,457,49.82,1676.6
2024/5/6 17:06,127.1,27.13,430728,57.2,53.4,43.9,43.2,234,208,435,438,50,1648.6
2024/5/6 17:07,129.9,33.69,431591,55.2,52.4,45.5,41.9,194,202,458,437,50,1676.4
2024/5/6 17:08,127.2,27.63,444980,58.5,53.8,48.4,44,222,237,432,464,50,1680.5
2024/5/6 17:09,129.7,30.1,437782,58.5,57.8,43.9,45.9,220,219,443,445,50,1730.5
2024/5/6 17:10,127.3,28.29,431015,55.9,55.5,44.6,46.8,202,187,460,466,49.92,1748.9
2024/5/6 17:11,129,23.67,436819,57.7,54.7,42.8,44.3,208,211,442,453,50,1687.9
2024/5/6 17:12,126.8,23.19,447751,58.5,55.4,45.4,43.7,212,208,472,465,49.98,1701
2024/5/6 17:13,129.6,26.87,439111,55.3,57.9,41.9,43.9,218,207,463,463,50,1666.5
2024/5/6 17:14,126.6,30.97,441546,56.1,57.5,44.1,47.9,220,229,460,425,49.83,1717.4
2024/5/6 17:15,128.8,30.32,430826,56.4,56.6,42.2,44.5,215,219,447,450,50,1667.8
2024/5/6 17:16,128.1,30.64,445097,54.1,55.1,39.9,45.5,218,223,443,441,50,1625.5
2024/5/6 17:17,128.6,25.91,455472,57.2,55.5,49.5,46.4,224,214,448,416,49.57,1736.9
2024/5/6 17:18,127.8,32.43,430637,58.3,56,45.7,43.6,223,226,457,446,49.82,1677
2024/5/6 17:19,127.8,25.99,427556,56,54.5,45.7,42.8,234,211,457,434,50,1650.2
2024/5/6 17:20,128.6,28.95,438457,57,56.1,45.9,44.5,228,219,444,453,50,1682.5
2024/5/6 17:21,126.9,28.41,444099,59.1,54.4,46.9,42.5,216,222,445,445,50,1692.4
2024/5/6 17:22,126.8,28.01,436407,55.5,57,44.4,43.1,223,208,435,460,50,1671.7
2024/5/6 17:23,127.8,31.81,428754,57,57.3,45.8,40,221,191,481,455,50,1699.9
2024/5/6 17:24,127.7,26.71,436354,55.2,58.5,43.1,46.1,218,195,443,465,50,1716.3
2024/5/6 17:25,126.8,25.12,442050,55.1,56.8,43.7,42.3,205,243,433,464,49.73,1644.4
2024/5/6 17:26,129.7,28.56,434052,57,56.8,41,46.5,218,224,424,464,50,1693.9
2024/5/6 17:27,127.8,27.52,442209,56.8,54.6,44.5,42.2,191,224,446,457,50,1687.7
2024/5/6 17:28,128,36.98,446712,57.4,56.2,43,41.4,229,233,459,450,49.85,1623.3
2024/5/6 17:29,126.3,30.24,439359,56.5,54.3,43.8,40.6,220,202,452,448,49.87,1644.2
2024/5/6 17:30,131.4,27.54,437257,57.3,52.9,45.7,39.6,214,207,451,445,49.49,1652.2
2024/5/6 17:31,131.9,25.94,444158,59.7,55.8,44.7,47.2,211,202,462,451,50,1759.6
2024/5/6 17:32,127.1,23.89,430718,58.5,55.3,46.1,45.6,223,244,461,464,49.4,1672.8
2024/5/6 17:33,130.1,26.05,429973,57,57.6,42.9,44.4,238,204,443,465,50,1683.9
2024/5/6 17:34,128.1,28.91,435521,57.4,54.4,44.9,46.9,220,231,457,435,49.85,1686.4
2024/5/6 17:35,130.7,32.21,433763,55.7,62,42.8,42.3,238,208,454,456,49.87,1697.7
2024/5/6 17:36,128.8,31.46,431315,56,55.4,43.7,42.1,225,217,446,454,50,1639.1
2024/5/6 17:37,128.4,29.24,452429,57.3,56.2,43.5,44.4,206,231,471,441,49.88,1680.1
2024/5/6 17:38,124.5,27.87,455205,56.5,55.2,42.1,43,221,219,444,463,50,1640.5
2024/5/6 17:39,126.9,29.37,435044,57.9,57.9,43.3,46.6,220,214,447,477,49.95,1718.6
2024/5/6 17:40,128.2,27.42,438652,58.9,55.9,45.2,50.2,206,243,448,448,50,1743.6
2024/5/6 17:41,128.5,33.02,436460,56.2,54.4,42.3,46.3,211,193,465,453,50,1692.2
2024/5/6 17:42,126.4,28.27,446867,52.4,52.7,42.8,44.7,210,204,467,460,50,1623.9
2024/5/6 17:43,127.1,28.54,448497,60.4,57.5,46.6,44.2,217,212,470,483,49.7,1742.5
2024/5/6 17:44,129,23.23,423878,55.1,57.7,46.9,47.4,212,228,463,464,50,1714.5
2024/5/6 17:45,126.1,28.3,441949,56.8,57.1,45.7,44.2,219,209,452,446,49.86,1714.9
2024/5/6 17:46,128.4,30.89,427731,57.8,56,47.5,45.2,221,227,465,444,49.93,1707.4
2024/5/6 17:47,130,26.15,452297,59.2,55.8,46.8,42.1,231,195,458,454,50,1726.2
2024/5/6 17:48,128.7,26.96,441798,60,58,43.9,43.1,222,229,452,453,49.85,1707.7
2024/5/6 17:49,128.6,30.83,431734,55.7,56.2,48.1,45.1,207,226,448,463,49.86,1718.4
2024/5/6 17:50,125.1,25.17,436436,58.8,58.7,47.2,46.5,241,202,451,454,50,1757.3
2024/5/6 17:51,126.9,31.52,436100,56.8,56.2,43.9,43.7,207,215,448,456,50,1696.3
2024/5/6 17:52,131.2,27.56,442658,61.9,56.1,44.6,45,211,212,458,444,50,1760.2
2024/5/6 17:53,127.2,27.94,446838,58.6,57.2,42.8,42,222,221,451,452,49.91,1674.7
2024/5/6 17:54,130,26.11,429363,56.1,59.2,43.9,44.9,250,229,459,459,50,1670.8
2024/5/6 17:55,127.2,29.88,453304,54.8,58.8,41,46.3,220,207,460,480,50,1679.1
2024/5/6 17:56,127.7,35.1,451486,51.2,56.3,42.9,44.2,208,220,454,453,49.96,1639.5
2024/5/6 17:57,128.9,30.92,431684,57.8,55.7,45.7,43.8,196,218,448,457,50,1725.5
2024/5/6 17:58,128.2,26.82,439315,58.5,54,42,43.2,195,217,443,448,49.77,1686
2024/5/6 17:59,128.6,31.84,452465,57.9,57.8,43.5,43.2,215,233,452,444,49.89,1691.9
2024/5/6 18:00,126.8,28.22,448688,51.7,52.9,45.2,46.8,222,217,457,460,50,1617.6
2024/5/6 18:01,126.3,32.46,436177,53.9,59.9,43.5,43,198,201,437,459,50,1725.8
2024/5/6 18:02,126.7,31.06,445433,57.4,58.1,46.4,44,218,224,432,438,49.71,1729.2
2024/5/6 18:03,127.2,21.7,462942,60,55,46.5,42.2,199,234,452,437,49.99,1719.7
2024/5/6 18:04,127.7,26.56,439852,56.4,58.9,42.8,44,204,217,443,465,50,1704.2
2024/5/6 18:05,129.6,31.45,433997,58.7,57.6,43.2,46.1,223,231,466,444,50,1695.8
2024/5/6 18:06,128.1,29.48,440484,54.4,57.4,44.2,41.8,206,210,469,455,49.76,1678.9
2024/5/6 18:07,128.7,26.56,441124,56.9,55.9,42.7,42.2,231,220,441,457,50,1636.1
2024/5/6 18:08,128.2,27.55,435003,55.9,57.6,47.3,47.1,208,196,433,455,50,1764.5
2024/5/6 18:09,126.3,24.38,442779,58.9,53.7,43.2,43,228,208,460,450,49.51,1664.1
2024/5/6 18:10,128,28.94,429258,55.4,56.6,45.9,45.8,242,217,456,461,49.58,1666.5
2024/5/6 18:11,128.2,34.71,434017,59.9,55.1,41.1,43.1,206,223,458,468,49.89,1672
2024/5/6 18:12,129.1,31.21,445454,55.9,55.9,42.5,42.6,245,220,463,453,49.78,1613.5
2024/5/6 18:13,126.3,34.69,425397,54.4,55.1,41.9,48.6,215,230,448,437,50,1646.8
2024/5/6 18:14,124.9,31.43,446709,54.4,55.2,41.6,43.7,207,197,451,440,50,1668.2
2024/5/6 18:15,128.2,31.81,423436,55.3,59.1,43,45.4,211,233,463,470,50,1678.2
2024/5/6 18:16,128.5,34.19,425729,57.3,53.7,44.8,43.8,210,206,459,444,50,1690
2024/5/6 18:17,127.6,30.21,435636,55.3,57.3,47.1,43.7,232,200,478,465,49.88,1689.2
2024/5/6 18:18,128,28.82,441970,54.9,54.3,43.7,46.6,231,227,457,437,50,1643.4
2024/5/6 18:19,129.2,31.88,450326,58.3,59.2,44.2,43.3,231,202,456,438,50,1727.8
2024/5/6 18:20,127.2,32.95,440233,50.1,57.4,44.7,42.1,199,232,464,459,49.7,1629.4
2024/5/6 18:21,127.5,28.13,437848,55.7,53.7,42.6,43.5,217,189,478,445,50,1668.7
2024/5/6 18:22,128,27.54,444506,53.9,57.2,44,44.2,196,206,462,469,49.66,1692
2024/5/6 18:23,126,29.71,432950,54.8,55.2,48.2,43.1,227,225,450,453,49.39,1653.3
2024/5/6 18:24,127.6,31.46,441082,57,57,44.8,42.8,209,223,445,442,50,1700.8
2024/5/6 18:25,127.8,31.39,430419,56.1,53.9,48.2,41.5,221,183,455,438,50,1711.4
2024/5/6 18:26,130.3,25.85,440725,56,59,44.1,43,209,207,440,476,50,1712
2024/5/6 18:27,127.4,34.2,439074,58.9,52.6,42.8,41.2,194,194,461,451,49.88,1704.7
2024/5/6 18:28,128.1,27.84,433728,56.5,55,46.2,42.1,225,216,457,452,50,1656.8
2024/5/6 18:29,129.2,28.79,441531,60.2,54.4,46.6,45.6,226,215,459,451,49.96,1713.2
2024/5/6 18:30,126.6,27.22,441529,58,57.3,43.1,46.2,216,212,432,456,50,1722.9
2024/5/6 18:31,129.9,36.23,449713,54.6,55.6,44.8,44.1,189,213,469,456,50,1693.9
2024/5/6 18:32,130.4,30.11,427514,60.5,56.2,43.9,41,224,202,440,454,50,1726.3
2024/5/6 18:33,127.7,27.39,439800,57.1,55.3,41.3,43.1,206,206,438,432,50,1678.9
2024/5/6 18:34,127,31.69,434376,60.3,53.9,41.4,46.4,221,228,429,462,49.8,1678.5
2024/5/6 18:35,130.2,31.47,447466,56.1,56.1,43.7,45,209,209,446,450,49.87,1692.5
2024/5/6 18:36,129,29.1,446589,57.1,54,46.4,41.7,210,208,455,466,49.55,1687.9
2024/5/6 18:37,127.9,31.68,444671,57.5,52.9,45.8,45.7,221,228,452,473,49.65,1663.3
2024/5/6 18:38,129.9,27.53,435027,56.3,57.9,42.2,43.3,205,201,462,453,50,1721.2
2024/5/6 18:39,129.7,28.38,447791,59.2,54.1,41.8,42.8,213,232,468,455,49.94,1645.4
2024/5/6 18:40,127.2,24.6,428517,60.5,59.5,42.3,44.7,221,233,469,449,50,1715.1
2024/5/6 18:41,128.1,26.33,426926,52,59.5,42.1,43.9,241,202,450,437,49.77,1663.8
2024/5/6 18:42,128.6,34.18,430651,58.3,58.4,42.3,47.6,214,226,451,470,49.85,1718.7
2024/5/6 18:43,127.7,33.78,440641,54.8,54.4,40,45.5,225,189,451,448,49.58,1652.6
2024/5/6 18:44,125.6,29.85,446361,51.5,60.9,39.2,43.9,201,216,448,456,50,1668.7
2024/5/6 18:45,126.3,33.86,417202,57.7,51.9,38.9,45.3,235,202,477,432,49.93,1621.2
2024/5/6 18:46,125.6,29.32,451643,57.7,54.9,41,42.3,205,221,457,440,50,1649.9
2024/5/6 18:47,128.4,29.13,442160,58,58.3,46.4,47.2,213,218,459,426,49.66,1764.1
2024/5/6 18:48,125.9,29.89,428620,57.4,58.2,51.3,44.8,221,211,461,455,49.73,1782.7
2024/5/6 18:49,127.9,29.46,442021,58.4,55.2,48.1,48.6,205,201,468,442,49.2,1779.4
2024/5/6 18:50,130.4,29.25,450005,55.5,55.1,44.6,42.6,227,225,450,447,49.91,1644.3
2024/5/6 18:51,129.8,32.66,446111,57.2,56.2,42.5,39.9,207,214,459,455,50,1655.2
2024/5/6 18:52,124.9,30.19,450160,58.1,56.5,43.2,43.6,224,206,460,435,50,1696.8
2024/5/6 18:53,125.7,31.61,430488,59.4,55.7,44.3,39.8,227,208,434,446,49.78,1680.1
2024/5/6 18:54,126.4,32.43,438158,56.8,60,48.2,48.7,221,213,447,456,50,1792.8
2024/5/6 18:55,125.9,30.83,434124,56.3,55.3,42.1,43.9,223,213,451,455,50,1654.1
2024/5/6 18:56,125.1,27.45,455313,56.6,59.6,44.1,41.4,245,218,465,427,50,1663.2
2024/5/6 18:57,127.6,26.51,446739,54.3,57.5,44.2,42.9,219,226,495,458,50,1642.1
2024/5/6 18:58,128.6,30.28,464452,58.2,58.7,43.9,40.8,216,227,448,439,49.67,1688.8
2024/5/6 18:59,129,29.5,437987,53.8,53.7,40,42.2,218,212,447,455,50,1596.3
2024/5/6 19:00,126.9,30.16,435983,57.5,58.8,43.5,47.4,230,219,458,455,49.89,1720.2
2024/5/6 19:01,127.1,29.92,440690,56.9,58.7,41.3,45.1,242,212,432,469,50,1680
2024/5/6 19:02,128.1,36.43,452911,53.6,55.4,48.6,45.2,212,229,432,453,49.81,1686.2
2024/5/6 19:03,127.4,26.66,439008,53.7,58.4,45.2,44.7,203,213,451,447,50,1707.5
2024/5/6 19:04,128.7,25.03,442984,55,53.8,46.3,44.1,228,216,446,441,49.82,1645.7
2024/5/6 19:05,128.2,30.85,442815,56,55.8,42.3,41.1,198,214,466,457,49.96,1659.3
2024/5/6 19:06,127,29.1,442410,59.7,59.1,43.2,44.6,217,220,448,435,50,1735
2024/5/6 19:07,124.7,30.84,436927,56.5,56.4,48.1,48.7,218,222,437,444,49.64,1743.1
2024/5/6 19:08,129.7,31.53,441101,57.8,56.2,46.1,46,213,231,441,417,49.53,1720.6
2024/5/6 19:09,126.5,33.29,440811,59.3,59.6,44.9,44.8,214,229,467,435,49.76,1743.4
2024/5/6 19:10,128,26.33,442244,58.9,52.8,46.7,43.6,194,215,444,464,50,1716.8
2024/5/6 19:11,124.6,28.72,449906,56.7,56.4,48,42.5,204,214,449,442,50,1729
2024/5/6 19:12,127.4,31.2,456495,55.3,56.6,47.1,50.8,225,211,449,449,50,1750.6
2024/5/6 19:13,127.6,32.07,435740,57.8,55.2,46.1,45.6,190,226,446,442,50,1744.4
2024/5/6 19:14,127.7,35.65,439381,55.4,59.5,46.3,44.1,213,217,457,465,50,1713.7
2024/5/6 19:15,132,32.57,435970,60.4,54.9,43.4,43.6,210,244,474,448,49.98,1663.4
2024/5/6 19:16,126.5,30.05,444120,58.5,55,44.4,42.3,190,213,460,453,50,1705.7
2024/5/6 19:17,128.7,27.99,438370,57.2,51.8,45.4,47.2,234,232,463,443,50,1649.3
2024/5/6 19:18,128.2,28.82,444648,57.8,59,44.7,44.6,202,232,441,477,50,1728.9
